urban,geo1_ca2011,age,sex,marst,nativity,citizen,yrsimm,edattain,labforce,occisco,hrswork1,inctot,incearn
urban,british columbia,21,female,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",service workers and shop and market sales,30 hours,12600,10900
urban,alberta,70,male,separated/divorced/spouse absent,native-born,citizen by birth,niu (not in universe),less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,21500,0
urban,ontario,60,male,married/in union,native-born,citizen by birth,niu (not in universe),less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,51601,1
urban,ontario,20,male,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",niu (not in universe),0 hours,600,0
urban,quebec,39,female,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",niu (not in universe),0 hours,10900,0
urban,ontario,75,female,married/in union,foreign-born,naturalized citizen,41,less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,18700,0
urban,alberta,19,male,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",crafts and related trades workers,0 hours,15200,10300
urban,ontario,49,female,separated/divorced/spouse absent,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",niu (not in universe),0 hours,600,0
urban,alberta,48,male,separated/divorced/spouse absent,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",technicians and associate professionals,60 hours,29900,29500
rural,quebec,75,male,married/in union,native-born,citizen by birth,niu (not in universe),less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,16700,0
rural,quebec,26,male,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",crafts and related trades workers,45 hours,42600,42600
urban,british columbia,17,male,single/never married,native-born,citizen by birth,niu (not in universe),less than primary completed,"yes, in the labor force",service workers and shop and market sales,5 hours,8300,8100
urban,quebec,24,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",elementary occupations,0 hours,26500,17400
urban,ontario,29,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",skilled agricultural and fishery workers,50 hours,60400,59700
urban,ontario,62,female,married/in union,foreign-born,naturalized citizen,41,secondary completed,"no, not in the labor force",niu (not in universe),0 hours,11200,0
rural,ontario,46,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",plant and machine operators and assemblers,40 hours,55700,32400
urban,ontario,26,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",elementary occupations,23 hours,21400,10400
urban,british columbia,85,female,single/never married,foreign-born,naturalized citizen,18,less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,15000,0
urban,ontario,84,female,widowed,native-born,citizen by birth,niu (not in universe),less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,22300,0
rural,ontario,30,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",service workers and shop and market sales,35 hours,46100,45300
urban,quebec,27,female,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",service workers and shop and market sales,25 hours,9500,4600
urban,alberta,37,female,married/in union,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",professionals,40 hours,67700,64100
urban,alberta,74,male,separated/divorced/spouse absent,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force","legislators, senior officials and managers",48 hours,42600,-5900
urban,ontario,59,female,married/in union,foreign-born,naturalized citizen,8,university completed,"yes, in the labor force",technicians and associate professionals,24 hours,28200,15300
rural,quebec,57,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",technicians and associate professionals,0 hours,32200,5900
rural,new brunswick,30,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",plant and machine operators and assemblers,0 hours,40400,24900
rural,british columbia,66,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",niu (not in universe),0 hours,53000,-3500
urban,ontario,51,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",clerks,40 hours,46500,34300
rural,ontario,57,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",plant and machine operators and assemblers,28 hours,19900,10900
urban,quebec,84,female,widowed,native-born,citizen by birth,niu (not in universe),less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,14400,0
urban,ontario,30,male,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",technicians and associate professionals,44 hours,1300,0
urban,quebec,75,female,widowed,native-born,citizen by birth,niu (not in universe),less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,27800,0
urban,british columbia,49,male,married/in union,native-born,citizen by birth,niu (not in universe),less than primary completed,"yes, in the labor force",plant and machine operators and assemblers,48 hours,49400,49400
urban,ontario,41,female,single/never married,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",professionals,30 hours,96800,96400
urban,quebec,50,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",elementary occupations,43 hours,29800,24700
urban,ontario,36,female,married/in union,foreign-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",technicians and associate professionals,45 hours,52500,36000
rural,quebec,37,female,married/in union,native-born,citizen by birth,niu (not in universe),less than primary completed,"yes, in the labor force",crafts and related trades workers,40 hours,27100,21100
urban,ontario,43,male,separated/divorced/spouse absent,foreign-born,naturalized citizen,41,secondary completed,"yes, in the labor force",service workers and shop and market sales,40 hours,1900,600
urban,ontario,69,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",niu (not in universe),0 hours,17000,0
urban,british columbia,42,male,separated/divorced/spouse absent,foreign-born,naturalized citizen,33,secondary completed,"no, not in the labor force",niu (not in universe),0 hours,500,0
urban,british columbia,37,female,separated/divorced/spouse absent,foreign-born,not a citizen,1,secondary completed,"no, not in the labor force",niu (not in universe),0 hours,5000,0
urban,ontario,40,male,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",crafts and related trades workers,40 hours,38400,38100
urban,quebec,46,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",technicians and associate professionals,35 hours,66500,66200
urban,british columbia,65,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",service workers and shop and market sales,9 hours,19500,8200
urban,ontario,85,male,widowed,foreign-born,naturalized citizen,33,university completed,"yes, in the labor force","legislators, senior officials and managers",0 hours,43600,0
urban,quebec,76,female,married/in union,native-born,citizen by birth,niu (not in universe),less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,10300,0
urban,quebec,29,male,single/never married,foreign-born,naturalized citizen,23,university completed,"yes, in the labor force",clerks,0 hours,1600,1200
urban,newfoundland and labrador,32,male,married/in union,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",technicians and associate professionals,40 hours,51700,51700
urban,new brunswick,24,male,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",crafts and related trades workers,0 hours,24500,24100
urban,ontario,64,male,married/in union,foreign-born,naturalized citizen,41,university completed,"yes, in the labor force","legislators, senior officials and managers",5 hours,41600,39700
urban,ontario,80,female,married/in union,foreign-born,naturalized citizen,41,less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,17800,0
urban,ontario,22,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",crafts and related trades workers,0 hours,39900,39000
urban,ontario,49,female,married/in union,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",technicians and associate professionals,30 hours,17200,3700
urban,british columbia,21,male,single/never married,native-born,citizen by birth,niu (not in universe),less than primary completed,"yes, in the labor force",plant and machine operators and assemblers,0 hours,7900,7000
urban,quebec,61,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",niu (not in universe),0 hours,170600,0
urban,alberta,36,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",crafts and related trades workers,50 hours,58301,58300
urban,quebec,27,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",technicians and associate professionals,40 hours,28300,28300
urban,british columbia,49,male,married/in union,foreign-born,not a citizen,4,university completed,"yes, in the labor force",crafts and related trades workers,60 hours,31200,30100
urban,quebec,66,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",niu (not in universe),0 hours,116900,3000
urban,quebec,47,female,separated/divorced/spouse absent,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",niu (not in universe),0 hours,10100,0
urban,quebec,23,female,single/never married,native-born,citizen by birth,niu (not in universe),less than primary completed,"yes, in the labor force",service workers and shop and market sales,6 hours,8300,6900
urban,british columbia,29,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",crafts and related trades workers,40 hours,25200,24700
urban,manitoba,21,female,single/never married,native-born,citizen by birth,niu (not in universe),less than primary completed,"yes, in the labor force",service workers and shop and market sales,27 hours,14200,12700
urban,alberta,35,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",plant and machine operators and assemblers,50 hours,91400,90800
urban,ontario,19,female,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",service workers and shop and market sales,29 hours,6400,5300
urban,ontario,57,female,married/in union,foreign-born,naturalized citizen,38,secondary completed,"no, not in the labor force",niu (not in universe),0 hours,127900,0
urban,british columbia,69,female,married/in union,foreign-born,naturalized citizen,41,less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,12100,0
urban,quebec,40,female,married/in union,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",professionals,40 hours,109501,109200
urban,british columbia,43,male,married/in union,foreign-born,naturalized citizen,13,university completed,"yes, in the labor force",professionals,38 hours,55800,55800
urban,quebec,38,female,married/in union,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",professionals,35 hours,52500,48400
rural,quebec,46,male,single/never married,native-born,citizen by birth,niu (not in universe),less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,11100,0
urban,manitoba,17,female,single/never married,foreign-born,naturalized citizen,8,less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,2100,2100
urban,ontario,39,female,separated/divorced/spouse absent,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",service workers and shop and market sales,40 hours,14400,8700
rural,newfoundland and labrador,30,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",technicians and associate professionals,40 hours,52400,52400
urban,quebec,31,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",technicians and associate professionals,30 hours,24800,19600
urban,ontario,35,female,married/in union,foreign-born,naturalized citizen,13,secondary completed,"yes, in the labor force",professionals,37 hours,46000,43500
urban,ontario,43,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",technicians and associate professionals,30 hours,50700,41900
urban,ontario,20,male,single/never married,foreign-born,not a citizen,8,secondary completed,"yes, in the labor force",niu (not in universe),0 hours,9900,0
urban,british columbia,17,female,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",service workers and shop and market sales,30 hours,14300,12800
urban,saskatchewan,59,female,married/in union,foreign-born,not a citizen,1,university completed,"no, not in the labor force",niu (not in universe),0 hours,8200,8200
urban,quebec,24,male,married/in union,native-born,citizen by birth,niu (not in universe),less than primary completed,"yes, in the labor force",elementary occupations,20 hours,42400,30700
urban,british columbia,46,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",technicians and associate professionals,20 hours,10200,8400
urban,british columbia,22,female,single/never married,foreign-born,not a citizen,niu (not in universe),university completed,"no, not in the labor force",niu (not in universe),0 hours,500,0
urban,ontario,27,male,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",service workers and shop and market sales,5 hours,12100,11500
urban,quebec,25,male,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",elementary occupations,40 hours,400,0
urban,manitoba,25,male,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",clerks,40 hours,36000,35700
urban,ontario,42,male,married/in union,foreign-born,not a citizen,1,university completed,"yes, in the labor force",plant and machine operators and assemblers,40 hours,15800,11600
urban,ontario,42,female,married/in union,foreign-born,naturalized citizen,38,secondary completed,"yes, in the labor force",technicians and associate professionals,35 hours,81700,81100
urban,ontario,72,female,widowed,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",niu (not in universe),0 hours,21400,0
urban,quebec,31,male,single/never married,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",professionals,20 hours,22700,1000
rural,new brunswick,38,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force","legislators, senior officials and managers",40 hours,62300,62300
urban,british columbia,39,female,married/in union,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",professionals,38 hours,73900,73300
urban,ontario,31,female,single/never married,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",professionals,40 hours,31000,57700
urban,quebec,67,female,separated/divorced/spouse absent,native-born,citizen by birth,niu (not in universe),less than primary completed,"no, not in the labor force",service workers and shop and market sales,0 hours,19700,8800
urban,quebec,35,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",crafts and related trades workers,0 hours,57100,54000
urban,ontario,65,female,married/in union,foreign-born,not a citizen,38,less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,13900,5500
urban,british columbia,49,male,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",crafts and related trades workers,32 hours,42700,42700
urban,british columbia,20,male,single/never married,native-born,citizen by birth,niu (not in universe),less than primary completed,"no, not in the labor force",crafts and related trades workers,0 hours,4000,4000
rural,quebec,48,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",service workers and shop and market sales,35 hours,23800,20600
urban,alberta,25,female,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",technicians and associate professionals,40 hours,1800,1500
urban,ontario,33,female,married/in union,foreign-born,naturalized citizen,8,university completed,"yes, in the labor force",service workers and shop and market sales,0 hours,19800,12000
rural,nova scotia,27,female,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",service workers and shop and market sales,20 hours,10400,9100
urban,nova scotia,47,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",service workers and shop and market sales,40 hours,30700,30400
rural,saskatchewan,33,female,married/in union,native-born,citizen by birth,niu (not in universe),less than primary completed,"no, not in the labor force",technicians and associate professionals,0 hours,9000,0
urban,ontario,65,male,married/in union,foreign-born,naturalized citizen,23,university completed,"no, not in the labor force",niu (not in universe),0 hours,3100,0
urban,quebec,30,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",clerks,40 hours,57300,57300
rural,quebec,69,female,married/in union,native-born,citizen by birth,niu (not in universe),less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,13500,0
urban,ontario,28,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",technicians and associate professionals,40 hours,48800,48800
rural,newfoundland and labrador,46,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",professionals,38 hours,75500,75500
unknown,prince edward island,49,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",technicians and associate professionals,26 hours,60400,26100
urban,manitoba,31,male,single/never married,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",professionals,27 hours,11900,10700
urban,british columbia,18,male,single/never married,native-born,citizen by birth,niu (not in universe),less than primary completed,"yes, in the labor force",service workers and shop and market sales,10 hours,5300,5300
urban,ontario,79,female,married/in union,foreign-born,naturalized citizen,41,less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,16000,0
urban,ontario,39,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",technicians and associate professionals,54 hours,16400,11900
rural,alberta,28,male,single/never married,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",technicians and associate professionals,50 hours,51600,41700
urban,alberta,29,male,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",plant and machine operators and assemblers,40 hours,52200,52200
urban,quebec,51,female,married/in union,native-born,citizen by birth,niu (not in universe),less than primary completed,"no, not in the labor force",service workers and shop and market sales,0 hours,2700,2700
urban,ontario,78,male,married/in union,foreign-born,naturalized citizen,41,university completed,"yes, in the labor force","legislators, senior officials and managers",30 hours,17600,0
urban,british columbia,48,male,single/never married,native-born,citizen by birth,niu (not in universe),less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,6400,0
rural,new brunswick,18,female,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",service workers and shop and market sales,0 hours,1900,1900
urban,alberta,49,male,single/never married,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",technicians and associate professionals,40 hours,69700,69700
urban,ontario,43,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",technicians and associate professionals,35 hours,42100,34400
urban,newfoundland and labrador,76,female,widowed,native-born,citizen by birth,niu (not in universe),less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,16000,0
urban,alberta,29,male,single/never married,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",crafts and related trades workers,40 hours,57000,57000
urban,british columbia,22,male,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",service workers and shop and market sales,36 hours,15300,9900
urban,ontario,72,male,married/in union,native-born,citizen by birth,niu (not in universe),less than primary completed,"no, not in the labor force",plant and machine operators and assemblers,0 hours,7200,0
urban,ontario,24,female,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",niu (not in universe),0 hours,34300,0
rural,newfoundland and labrador,56,male,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",plant and machine operators and assemblers,40 hours,20300,9200
rural,manitoba,59,male,single/never married,native-born,citizen by birth,niu (not in universe),less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,15100,0
urban,newfoundland and labrador,46,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",plant and machine operators and assemblers,40 hours,45600,45500
urban,ontario,31,female,married/in union,foreign-born,naturalized citizen,13,secondary completed,"yes, in the labor force",technicians and associate professionals,54 hours,37900,37200
urban,ontario,22,female,single/never married,native-born,citizen by birth,niu (not in universe),university completed,"no, not in the labor force",technicians and associate professionals,0 hours,18300,16200
urban,quebec,24,female,single/never married,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",technicians and associate professionals,40 hours,26200,25300
urban,quebec,30,female,married/in union,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",professionals,35 hours,47800,31600
urban,ontario,20,male,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",elementary occupations,40 hours,2600,1500
rural,quebec,20,male,single/never married,foreign-born,naturalized citizen,13,secondary completed,"yes, in the labor force","legislators, senior officials and managers",20 hours,400,0
urban,ontario,85,male,married/in union,foreign-born,naturalized citizen,41,secondary completed,"no, not in the labor force",niu (not in universe),0 hours,69301,1
rural,quebec,48,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",crafts and related trades workers,40 hours,46700,46300
urban,ontario,32,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",technicians and associate professionals,40 hours,35000,35000
urban,alberta,57,female,married/in union,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",technicians and associate professionals,35 hours,54900,50400
urban,nova scotia,58,female,married/in union,native-born,citizen by birth,niu (not in universe),less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,200,0
urban,british columbia,27,female,married/in union,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",technicians and associate professionals,18 hours,3900,0
rural,quebec,26,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",skilled agricultural and fishery workers,0 hours,25300,13100
urban,saskatchewan,49,female,single/never married,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",professionals,64 hours,108200,0
rural,nova scotia,29,male,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",niu (not in universe),0 hours,11600,0
urban,alberta,39,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",technicians and associate professionals,40 hours,23100,14100
urban,ontario,64,female,single/never married,foreign-born,naturalized citizen,38,secondary completed,"yes, in the labor force",niu (not in universe),0 hours,26400,0
urban,british columbia,29,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",service workers and shop and market sales,40 hours,52400,52400
rural,quebec,41,male,married/in union,native-born,citizen by birth,niu (not in universe),less than primary completed,"yes, in the labor force",crafts and related trades workers,40 hours,67800,75000
urban,ontario,64,female,married/in union,foreign-born,naturalized citizen,41,secondary completed,"yes, in the labor force","legislators, senior officials and managers",30 hours,43600,37400
urban,quebec,73,female,married/in union,native-born,citizen by birth,niu (not in universe),university completed,"no, not in the labor force",niu (not in universe),0 hours,25400,0
rural,quebec,33,female,married/in union,foreign-born,not a citizen,niu (not in universe),secondary completed,"yes, in the labor force",skilled agricultural and fishery workers,0 hours,29900,17600
rural,new brunswick,84,female,widowed,native-born,citizen by birth,niu (not in universe),less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,14800,0
urban,alberta,84,female,separated/divorced/spouse absent,native-born,citizen by birth,niu (not in universe),less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,41900,0
urban,saskatchewan,79,female,widowed,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",niu (not in universe),0 hours,15800,0
rural,ontario,62,male,married/in union,native-born,citizen by birth,niu (not in universe),less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,22000,0
urban,british columbia,31,male,single/never married,native-born,citizen by birth,niu (not in universe),university completed,"no, not in the labor force",service workers and shop and market sales,0 hours,38300,38200
urban,ontario,39,female,single/never married,foreign-born,not a citizen,2,university completed,"yes, in the labor force",clerks,40 hours,21800,21100
urban,ontario,31,female,married/in union,foreign-born,naturalized citizen,18,secondary completed,"no, not in the labor force",niu (not in universe),0 hours,3400,0
urban,british columbia,70,male,widowed,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",niu (not in universe),0 hours,21600,-1100
urban,quebec,65,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",clerks,0 hours,10000,6500
urban,ontario,80,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",niu (not in universe),0 hours,24600,0
urban,quebec,60,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",crafts and related trades workers,40 hours,89400,84900
urban,alberta,50,female,separated/divorced/spouse absent,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",professionals,40 hours,65200,65200
urban,british columbia,18,male,single/never married,native-born,citizen by birth,niu (not in universe),less than primary completed,"no, not in the labor force",service workers and shop and market sales,0 hours,2000,2000
urban,ontario,80,male,married/in union,foreign-born,naturalized citizen,38,university completed,"no, not in the labor force",niu (not in universe),0 hours,49000,0
urban,british columbia,39,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force","legislators, senior officials and managers",40 hours,158900,147800
urban,quebec,43,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",service workers and shop and market sales,40 hours,60300,60300
rural,manitoba,69,female,separated/divorced/spouse absent,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force","legislators, senior officials and managers",40 hours,71700,57100
urban,alberta,60,female,widowed,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",technicians and associate professionals,40 hours,70600,23000
urban,quebec,58,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",niu (not in universe),0 hours,34500,0
urban,manitoba,40,male,married/in union,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",professionals,50 hours,103201,103200
urban,ontario,44,female,married/in union,native-born,citizen by birth,niu (not in universe),less than primary completed,"yes, in the labor force",elementary occupations,0 hours,11200,11200
urban,ontario,38,male,married/in union,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",service workers and shop and market sales,48 hours,82200,81500
urban,manitoba,47,female,married/in union,foreign-born,naturalized citizen,28,secondary completed,"yes, in the labor force",elementary occupations,20 hours,16100,15600
urban,alberta,56,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",service workers and shop and market sales,0 hours,47200,47000
urban,british columbia,43,female,married/in union,foreign-born,naturalized citizen,28,secondary completed,"no, not in the labor force",niu (not in universe),0 hours,9300,0
urban,quebec,61,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",clerks,40 hours,48400,47600
urban,quebec,52,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",niu (not in universe),0 hours,10800,200
urban,british columbia,72,male,widowed,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",niu (not in universe),0 hours,19600,0
rural,quebec,51,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",plant and machine operators and assemblers,45 hours,29000,23800
rural,quebec,19,male,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",service workers and shop and market sales,1 hour,9900,8300
urban,british columbia,46,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",technicians and associate professionals,45 hours,73400,73400
rural,british columbia,65,female,married/in union,foreign-born,naturalized citizen,41,secondary completed,"yes, in the labor force",skilled agricultural and fishery workers,25 hours,17900,10300
urban,british columbia,59,male,married/in union,foreign-born,not a citizen,38,less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,16300,0
urban,manitoba,68,male,married/in union,foreign-born,naturalized citizen,41,secondary completed,"no, not in the labor force","legislators, senior officials and managers",0 hours,62100,45100
urban,ontario,81,female,widowed,foreign-born,not a citizen,41,less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,24000,0
rural,new brunswick,58,female,separated/divorced/spouse absent,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force","legislators, senior officials and managers",0 hours,30000,29600
rural,ontario,24,female,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",niu (not in universe),0 hours,13000,0
urban,alberta,43,male,married/in union,foreign-born,naturalized citizen,8,university completed,"yes, in the labor force","legislators, senior officials and managers",50 hours,10400,8800
urban,nova scotia,51,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",elementary occupations,0 hours,34000,34000
rural,alberta,46,male,married/in union,foreign-born,naturalized citizen,28,less than primary completed,"yes, in the labor force",crafts and related trades workers,40 hours,47100,47000
urban,ontario,56,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",niu (not in universe),0 hours,15400,0
urban,quebec,80,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",niu (not in universe),0 hours,53800,700
urban,ontario,22,female,single/never married,native-born,citizen by birth,niu (not in universe),less than primary completed,"no, not in the labor force",service workers and shop and market sales,0 hours,900,300
urban,saskatchewan,19,female,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",technicians and associate professionals,24 hours,22000,21300
